cve_entidad;desc_entidad;cve_municipio;desc_municipio;id_indicador;indicador;año;valor;unidad_medida
21;Puebla;20;Atoyatempan;6200240384;Porcentaje de mujeres de 15 a 19 años;2015;5.7402671;Porcentaje
21;Puebla;20;Atoyatempan;6200240384;Porcentaje de mujeres de 15 a 19 años;2020;4.672897196;Porcentaje
21;Puebla;20;Atoyatempan;6200240386;Población de 5 años y más hablante de Lenguas mixtecas;2020;3;Personas
21;Puebla;20;Atoyatempan;6200240388;Porcentaje de hombres de 65 a 69 años;2015;0.9235578;Porcentaje
21;Puebla;20;Atoyatempan;6200240388;Porcentaje de hombres de 65 a 69 años;2020;0.986500519;Porcentaje
21;Puebla;20;Atoyatempan;6200240389;Tasa de crecimiento promedio anual de las viviendas particulares habitadas;2020;1.60941301;Tasa
21;Puebla;20;Atoyatempan;6200240390;Porcentaje de la población con discapacidad por accidente;2020;11.15107914;Porcentaje
21;Puebla;20;Atoyatempan;6200240395;Viviendas, de cada cien que cuentan con electricidad, agua y drenaje;2020;94.64188081;Porcentaje
21;Puebla;20;Atoyatempan;6200240396;Porcentaje de la población de 30 a 59 años con limitación en la actividad;2020;12.03125;Porcentaje
21;Puebla;20;Atoyatempan;6200240397;Tasa de monolingüismo de la población de 5 años y más hablante de Chol (Ch''ol);2020;0;Porcentaje
21;Puebla;20;Atoyatempan;6200240398;Tasa de monolingüismo de la población de 5 años y más hablante de Totonaca (Totonaco);2020;0;Porcentaje
21;Puebla;20;Atoyatempan;6200240407;Índice de envejecimiento;2020;29.69011725;Porcentaje
21;Puebla;20;Atoyatempan;6200240410;Porcentaje de hombres de 60 a 64 años;2015;1.0230179;Porcentaje
21;Puebla;20;Atoyatempan;6200240410;Porcentaje de hombres de 60 a 64 años;2020;1.142263759;Porcentaje
21;Puebla;20;Atoyatempan;6200240411;Porcentaje de hombres de 85 años y más;2015;0.2557545;Porcentaje
21;Puebla;20;Atoyatempan;6200240411;Porcentaje de hombres de 85 años y más;2020;0.32450675;Porcentaje
21;Puebla;20;Atoyatempan;6200240413;Tasa de monolingüismo de la población de 5 años y más hablante de Huasteco;2020;0;Porcentaje
21;Puebla;20;Atoyatempan;6200240414;Porcentaje de la población derechohabiente en PEMEX, SDN o SM;2015;0.1561687;Porcentaje
21;Puebla;20;Atoyatempan;6200240414;Porcentaje de la población derechohabiente en PEMEX, SDN o SM;2020;0.051107325;Porcentaje
21;Puebla;20;Atoyatempan;6200240416;Porcentaje de la población usuaria de servicios de salud en instituciones de servicios médicos privados;2020;3.32197615;Porcentaje
21;Puebla;20;Atoyatempan;6200240421;Porcentaje de la población derechohabiente en el ISSSTE;2015;2.0822488;Porcentaje
21;Puebla;20;Atoyatempan;6200240421;Porcentaje de la población derechohabiente en el ISSSTE;2020;2.078364566;Porcentaje
21;Puebla;20;Atoyatempan;6200240423;Porcentaje de hombres de 40 a 44 años;2015;2.7280477;Porcentaje
